x,y,label
1.4231348730210729,1.9704474912545646,1
-0.6572243850644046,7.272197614147028,3
-0.7874920301358428,7.474217880551855,3
-2.183341270982043,7.368540024818981,3
9.325585542126024,-3.4776017273181616,4
2.719637569335693,4.538440338214865,0
0.4106366614153618,2.935050455303109,2
0.34818251890491614,3.822760208987602,0
10.224086717123601,-3.128543108611993,4
-1.4264854359891237,3.493358978828586,2
-1.337736991093466,6.302861074428907,2
1.5442597507871956,1.730174596394219,1
1.0573955484505047,3.3630353389822996,2
-0.579033211557407,4.2932618264406175,2
-1.5536709628410934,4.417897070160112,2
-2.2080399945513376,2.844516493550196,2
-1.1466932633999156,3.0021764001220896,2
0.7932427471196755,3.4862396932827466,0
2.9902678510718204,0.28995609272531264,1
1.6544757768074398,7.861317777149218,3
1.3231968800591027,0.34141244643171664,1
-0.554006945389751,2.9466031388949188,2
-3.132190334496343,1.9809964277077945,2
1.655310716992032,6.2424489383751744,0
-1.9142661673077934,7.932169076097358,3
0.7830917567174107,3.7048332295312507,2
0.8755125767237708,0.4195562029201971,1
-2.2538925082553796,7.377273526125681,3
-0.30747280609680605,7.83661072421436,3
10.458461458151318,-2.774658967785559,4
1.5450442975517689,-0.7927889065552602,1
10.724248111630319,-4.099119568335261,4
-0.7405878731201593,2.1382582640499184,2
-0.9561850886099552,2.846324966753348,2
10.571052038619884,-2.5039049805449394,4
9.046878502156133,-3.008470484897753,4
1.2213113765649006,0.495035053570907,1
11.338826546378602,-1.0006343265988666,4
-0.08767718084402198,4.197969572264627,0
10.743234079999375,-2.3832049937839153,4
1.3662472588402572,3.8040151066122085,0
-0.5782086843196862,7.542610871522702,3
2.1797766969526418,1.5571380321056134,1
-0.019000803155468926,7.010102096231616,3
2.551646960025635,-0.9010167585295705,1
-0.713131443363588,7.898159526524626,3
1.436666774068958,5.288417539529247,0
-1.0240478740361465,6.645237707683164,3
-0.5723430743140967,3.820654826505279,0
8.000728033913406,-3.568888286311417,4
1.1861195564695504,3.0631627278921627,0
0.19904203639136064,4.003783750510594,0
0.18934158474117513,3.892191276738058,0
10.70882322642471,-1.8460880284070273,4
-2.8320985502972285,8.985382066830471,3
1.7894712852162613,-0.7561205726845486,1
-2.177050750372277,2.464453495230564,2
12.243246105363593,-4.512988421801229,4
0.9456872896218569,5.245080790869461,0
8.666088041294442,-4.069416641111637,4
7.276017918448476,-1.2797425124570943,4
10.024566522387413,-1.165548936631486,4
8.55255050962386,-0.5195221801788776,4
11.255976639022045,-1.7778036166091151,4
1.0065039014901696,4.105867720218884,0
-1.5546625289738303,2.7260149791432204,2
8.398870399744505,-2.417289630933942,4
8.981152870052219,-2.6411049636233224,4
8.432644310100114,-3.0814393866255756,4
-1.3683128421911706,4.600653046636946,2
2.1864884683773598,-0.10754455805709462,1
2.004389302464048,0.3712835464102231,1
-1.501499000790108,7.326005476526625,3
-2.3635757627027383,4.007623177494673,2
-1.1120235599533466,2.660238692030275,2
-3.233889090365271,2.441213643916739,2
0.7637869575610389,3.289895446144645,0
1.8302819776224992,4.264705079878646,0
3.371325090577801,0.9985943043764323,1
-0.04427906591564623,1.933802152270724,2
-1.1580254520229192,8.813352359428931,3
